drug1;object;drug2;precipitant;certainty;contraindication;dateAnnotated;ddiPkEffect;ddiPkMechanism;effectConcept;homepage;label;numericVal;objectUri;pathway;precaution;precipUri;severity;uri;whoAnnotated;source;ddiType;evidence;evidenceSource;evidenceStatement;researchStatementLabel;researchStatement
http://bio2rdf.org/drugbank:DB00514;Dextromethorphan;http://bio2rdf.org/drugbank:DB01171;Moclobemide;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00365;Grepafloxacin;http://bio2rdf.org/drugbank:DB01403;Methotrimeprazine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01355;Hexobarbital;http://bio2rdf.org/drugbank:DB00620;Triamcinolone;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00998;Frovatriptan;http://bio2rdf.org/drugbank:DB06700;Desvenlafaxine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01017;Minocycline;http://bio2rdf.org/drugbank:DB01294;Bismuth_Subsalicylate;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00458;Imipramine;http://bio2rdf.org/drugbank:DB00241;Butalbital;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00477;Chlorpromazine;http://bio2rdf.org/drugbank:DB04844;Tetrabenazine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01289;Glisoxepide;http://bio2rdf.org/drugbank:DB00187;Esmolol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01432;Cholestyramine;http://bio2rdf.org/drugbank:DB01095;Fluvastatin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00884;Risedronate;http://bio2rdf.org/drugbank:DB00258;Calcium_Acetate;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00682;Warfarin;http://bio2rdf.org/drugbank:DB01351;Amobarbital;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00444;Teniposide;http://bio2rdf.org/drugbank:DB01072;Atazanavir;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00091;Cyclosporine;http://bio2rdf.org/drugbank:DB01098;Rosuvastatin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00104;Octreotide;http://bio2rdf.org/drugbank:DB00091;Cyclosporine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01029;Irbesartan;http://bio2rdf.org/drugbank:DB01395;Drospirenone;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00668;Epinephrine;http://bio2rdf.org/drugbank:DB00373;Timolol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00697;Tizanidine;http://bio2rdf.org/drugbank:DB01197;Captopril;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00780;Phenelzine;http://bio2rdf.org/drugbank:DB00752;Tranylcypromine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00820;Tadalafil;http://bio2rdf.org/drugbank:DB05521;Telaprevir;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00252;Phenytoin;http://bio2rdf.org/drugbank:DB08901;Ponatinib;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB06700;Desvenlafaxine;http://bio2rdf.org/drugbank:DB01242;Clomipramine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB08919;Zuclopenthixol_acetate;http://bio2rdf.org/drugbank:DB01599;Probucol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00951;Isoniazid;http://bio2rdf.org/drugbank:DB00661;Verapamil;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00624;Testosterone;http://bio2rdf.org/drugbank:DB00091;Cyclosporine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00726;Trimipramine;http://bio2rdf.org/drugbank:DB01110;Miconazole;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00215;Citalopram;http://bio2rdf.org/drugbank:DB00216;Eletriptan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00252;Phenytoin;http://bio2rdf.org/drugbank:DB00576;Sulfamethizole;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01288;Fenoterol;http://bio2rdf.org/drugbank:DB00960;Pindolol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB08903;Bedaquiline;http://bio2rdf.org/drugbank:DB01026;Ketoconazole;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00674;Galantamine;http://bio2rdf.org/drugbank:DB01035;Procainamide;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00199;Erythromycin;http://bio2rdf.org/drugbank:DB01346;Quinidine_barbiturate;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00216;Eletriptan;http://bio2rdf.org/drugbank:DB00220;Nelfinavir;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00343;Diltiazem;http://bio2rdf.org/drugbank:DB00908;Quinidine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB06697;Artemether;http://bio2rdf.org/drugbank:DB00294;Etonogestrel;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01045;Rifampicin;http://bio2rdf.org/drugbank:DB00672;Chlorpropamide;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00427;Triprolidine;http://bio2rdf.org/drugbank:DB00734;Risperidone;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00539;Toremifene;http://bio2rdf.org/drugbank:DB01624;Zuclopenthixol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01212;Ceftriaxone;http://bio2rdf.org/drugbank:DB00684;Tobramycin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01224;Quetiapine;http://bio2rdf.org/drugbank:DB00582;Voriconazole;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01232;Saquinavir;http://bio2rdf.org/drugbank:DB00404;Alprazolam;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01303;Oxtriphylline;http://bio2rdf.org/drugbank:DB00521;Carteolol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01346;Quinidine_barbiturate;http://bio2rdf.org/drugbank:DB00318;Codeine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB08919;Zuclopenthixol_acetate;http://bio2rdf.org/drugbank:DB01233;Metoclopramide;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00715;Paroxetine;http://bio2rdf.org/drugbank:DB01579;Phendimetrazine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00831;Trifluoperazine;http://bio2rdf.org/drugbank:DB00427;Triprolidine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00475;Chlordiazepoxide;http://bio2rdf.org/drugbank:DB01322;Kava;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00382;Tacrine;http://bio2rdf.org/drugbank:DB01010;Edrophonium;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01232;Saquinavir;http://bio2rdf.org/drugbank:DB00530;Erlotinib;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01289;Glisoxepide;http://bio2rdf.org/drugbank:DB01193;Acebutolol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01340;Cilazapril;http://bio2rdf.org/drugbank:DB01356;Lithium;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01353;Butethal;http://bio2rdf.org/drugbank:DB00367;Levonorgestrel;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01045;Rifampicin;http://bio2rdf.org/drugbank:DB00412;Rosiglitazone;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01016;Glyburide;http://bio2rdf.org/drugbank:DB00266;Dicoumarol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00582;Voriconazole;http://bio2rdf.org/drugbank:DB00608;Chloroquine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00706;Tamsulosin;http://bio2rdf.org/drugbank:DB00673;Aprepitant;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00427;Triprolidine;http://bio2rdf.org/drugbank:DB00366;Doxylamine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00444;Teniposide;http://bio2rdf.org/drugbank:DB01167;Itraconazole;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00176;Fluvoxamine;http://bio2rdf.org/drugbank:DB00980;Ramelteon;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB06287;Temsirolimus;http://bio2rdf.org/drugbank:DB00582;Voriconazole;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00726;Trimipramine;http://bio2rdf.org/drugbank:DB01184;Domperidone;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00862;Vardenafil;http://bio2rdf.org/drugbank:DB01167;Itraconazole;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00108;Natalizumab;http://bio2rdf.org/drugbank:DB00755;Tretinoin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00321;Amitriptyline;http://bio2rdf.org/drugbank:DB05039;Indacaterol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01212;Ceftriaxone;http://bio2rdf.org/drugbank:DB00258;Calcium_Acetate;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01247;Isocarboxazid;http://bio2rdf.org/drugbank:DB00427;Triprolidine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01607;Ticarcillin;http://bio2rdf.org/drugbank:DB01082;Streptomycin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01623;Thiothixene;http://bio2rdf.org/drugbank:DB00243;Ranolazine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01058;Praziquantel;http://bio2rdf.org/drugbank:DB00252;Phenytoin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01200;Bromocriptine;http://bio2rdf.org/drugbank:DB00477;Chlorpromazine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00575;Clonidine;http://bio2rdf.org/drugbank:DB00543;Amoxapine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00831;Trifluoperazine;http://bio2rdf.org/drugbank:DB00937;Diethylpropion;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00055;Drotrecogin_alfa;http://bio2rdf.org/drugbank:DB00374;Treprostinil;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00353;Methylergometrine;http://bio2rdf.org/drugbank:DB00883;Isosorbide_Dinitrate;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01167;Itraconazole;http://bio2rdf.org/drugbank:DB00829;Diazepam;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB08920;Zuclopenthixol_decanoate;http://bio2rdf.org/drugbank:DB00199;Erythromycin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00976;Telithromycin;http://bio2rdf.org/drugbank:DB06708;Lumefantrine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00662;Trimethobenzamide;http://bio2rdf.org/drugbank:DB01176;Cyclizine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00705;Delavirdine;http://bio2rdf.org/drugbank:DB01174;Phenobarbital;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00209;Trospium;http://bio2rdf.org/drugbank:DB01075;Diphenhydramine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01170;Guanethidine;http://bio2rdf.org/drugbank:DB00780;Phenelzine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00608;Chloroquine;http://bio2rdf.org/drugbank:DB06697;Artemether;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB06228;Rivaroxaban;http://bio2rdf.org/drugbank:DB01263;Posaconazole;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01124;Tolbutamide;http://bio2rdf.org/drugbank:DB00612;Bisoprolol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01137;Levofloxacin;http://bio2rdf.org/drugbank:DB00489;Sotalol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00955;Netilmicin;http://bio2rdf.org/drugbank:DB00728;Rocuronium;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00635;Prednisone;http://bio2rdf.org/drugbank:DB00794;Primidone;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00675;Tamoxifen;http://bio2rdf.org/drugbank:DB00763;Methimazole;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00458;Imipramine;http://bio2rdf.org/drugbank:DB01171;Moclobemide;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01234;Dexamethasone;http://bio2rdf.org/drugbank:DB01045;Rifampicin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01291;Pirbuterol;http://bio2rdf.org/drugbank:DB01193;Acebutolol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01026;Ketoconazole;http://bio2rdf.org/drugbank:DB06684;Vilazodone;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00607;Nafcillin;http://bio2rdf.org/drugbank:DB00656;Trazodone;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00706;Tamsulosin;http://bio2rdf.org/drugbank:DB01167;Itraconazole;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00823;Ethynodiol;http://bio2rdf.org/drugbank:DB00307;Bexarotene;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00564;Carbamazepine;http://bio2rdf.org/drugbank:DB00427;Triprolidine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01066;Cefditoren;http://bio2rdf.org/drugbank:DB00863;Ranitidine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00906;Tiagabine;http://bio2rdf.org/drugbank:DB00619;Imatinib;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00955;Netilmicin;http://bio2rdf.org/drugbank:DB01112;Cefuroxime;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00816;Orciprenaline;http://bio2rdf.org/drugbank:DB01367;Rasagiline;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00425;Zolpidem;http://bio2rdf.org/drugbank:DB01167;Itraconazole;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00454;Pethidine;http://bio2rdf.org/drugbank:DB00726;Trimipramine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00519;Trandolapril;http://bio2rdf.org/drugbank:DB00993;Azathioprine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00907;Cocaine;http://bio2rdf.org/drugbank:DB06704;Iobenguane;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00091;Cyclosporine;http://bio2rdf.org/drugbank:DB00912;Repaglinide;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00366;Doxylamine;http://bio2rdf.org/drugbank:DB00382;Tacrine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB06402;Telavancin;http://bio2rdf.org/drugbank:DB01244;Bepridil;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01036;Tolterodine;http://bio2rdf.org/drugbank:DB00951;Isoniazid;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01120;Gliclazide;http://bio2rdf.org/drugbank:DB01297;Practolol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01124;Tolbutamide;http://bio2rdf.org/drugbank:DB01221;Ketamine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01167;Itraconazole;http://bio2rdf.org/drugbank:DB00425;Zolpidem;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00977;Ethinyl_Estradiol;http://bio2rdf.org/drugbank:DB00766;Clavulanate;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00555;Lamotrigine;http://bio2rdf.org/drugbank:DB01045;Rifampicin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01111;Colistimethate;http://bio2rdf.org/drugbank:DB01172;Kanamycin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00980;Ramelteon;http://bio2rdf.org/drugbank:DB00427;Triprolidine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00672;Chlorpropamide;http://bio2rdf.org/drugbank:DB00636;Clofibrate;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00780;Phenelzine;http://bio2rdf.org/drugbank:DB01191;Dexfenfluramine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00059;Pegaspargase;http://bio2rdf.org/drugbank:DB00072;Trastuzumab;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00209;Trospium;http://bio2rdf.org/drugbank:DB00761;Potassium_Chloride;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00408;Loxapine;http://bio2rdf.org/drugbank:DB00843;Donepezil;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01211;Clarithromycin;http://bio2rdf.org/drugbank:DB01045;Rifampicin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01348;Spirapril;http://bio2rdf.org/drugbank:DB00697;Tizanidine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01377;Magnesium_oxide;http://bio2rdf.org/drugbank:DB01017;Minocycline;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00976;Telithromycin;http://bio2rdf.org/drugbank:DB00909;Zonisamide;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00485;Dicloxacillin;http://bio2rdf.org/drugbank:DB00266;Dicoumarol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00408;Loxapine;http://bio2rdf.org/drugbank:DB00382;Tacrine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01175;Escitalopram;http://bio2rdf.org/drugbank:DB00953;Rizatriptan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00795;Sulfasalazine;http://bio2rdf.org/drugbank:DB00993;Azathioprine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00438;Ceftazidime;http://bio2rdf.org/drugbank:DB00994;Neomycin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01225;Enoxaparin;http://bio2rdf.org/drugbank:DB01381;Ginkgo_biloba;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
